user_text,bot_response,source,clean_user_text,clean_bot_response
"kal main apne plants ko fertilize karne ka plan bana rahi thi,lekin mujhe pata nahi kaunsa fertilizer use karun, tumhara kya opinion hai?","mujhe toh organic fertilizers use karna pasand hai, kyunki woh plants ko natural nutrition dete hain aur environment ke liye bhi achhe hote hain, try karo!",Hinglish Everyday Conversations,"kal main apne plants ko fertilize karne ka plan bana rahi thi,lekin mujhe pata nahi kaunsa fertilizer use karun, tumhara kya opinion hai?","mujhe toh organic fertilizers use karna pasand hai, kyunki woh plants ko natural nutrition dete hain aur environment ke liye bhi achhe hote hain, try karo!"
pakistan pmln wajja say fatf grey list miftah ismail be more specific arastu ahli say,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,pakistan pmln wajja say fatf grey list miftah ismail be more specific arastu ahli say,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
Me khaan hoon,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,me khaan hoon,"samajh gaya, aur batao? main sun raha hun 🙂"
"kal toh main ek fashion show mein gayi thi,wahaan sab logon ne kitne unique outfits pehne the!","really? mujhe bhi batana, kis kis designer ne kya kya pehna tha, shayad main bhi kuch seekh loon fashion ke baare mein!",Hinglish Everyday Conversations,"kal toh main ek fashion show main gayi thi,wahaan sab logon ne kitne unique outfits pehne the!","really? mujhe bhi batana, kis kis designer ne kya kya pehna tha, shayad main bhi kuch seekh loon fashion ke baare mein!"
kya aapko kabhi gussa aata hai?,"haan yaar, kabhi kabhi toh aata hi hai!",Hinglish Everyday Conversations,kya aapko kabhi gussa aata hai?,"haan yaar, kabhi kabhi toh aata hi hai!"
kya aap ko ghoomna pasand hai?,"haan yaar, alag alag jagah pe.",Hinglish Everyday Conversations,kya aap ko ghoomna pasand hai?,"haan yaar, alag alag jagah pe."
"weekend mein goa jaa rahi hu,beach pe chill karna hai, aur thoda sa sun tan karna hai, aur nightlife bhi enjoy karna hai.","wah! goa to aapne sahi time pe chuna hai! mujhe toh abhi tak time nahi mil paya goa jaane ke liye, aur aap lucky ho ki apke paas time hai. apna khyaal rakhna waha jaake!",Hinglish Everyday Conversations,"weekend main goa jaa rahi hu,beach pe chill karna hai, aur thoda sa sun tan karna hai, aur nightlife bhi enjoy karna hai.","wah! goa to aapne sahi time pe chuna hai! mujhe toh abhi tak time nahi mil paya goa jaane ke liye, aur aap lucky ho ki apke paas time hai. apna khyaal rakhna waha jaake!"
"yaar,mujhe toh lagta hai ki emergency fund hona chahiye sabke paas, par main toh abhi tak nahi bana payi hoon, tumhara kya plan hai?","emergency fund banana zaroori hai, chalo, ek fixed amount har month save karo, phir dekhna kitna help milega jab zaroorat padegi, samjhi?",Hinglish Everyday Conversations,"yaar,mujhe toh lagta hai ki emergency fund hona chahiye sabke paas, par main toh abhi tak nahi bana payi hoon, tumhara kya plan hai?","emergency fund banana zaroori hai, chalo, ek fixed amount har month save karo, phir dekhna kitna help milega jab zaroorat padegi, samjhi?"
lekin taqseem hing se pehle yeh gharana delhi muntaqil ho gaya tha,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,lekin taqseem hing se pehle yeh gharana delhi muntaqil ho gaya tha,"wah, ye sun kar bohat acha laga! khush raho 😊"
kya chai peene ka man hai?,"haan yaar, garam chai toh banta hai.",Hinglish Everyday Conversations,kya chai peene ka man hai?,"haan yaar, garam chai toh banta hai."
"haan yaar,sach mein. lagta hai hum log toh kabhi kuchh change nahi laa payenge. par kuchh toh karna chaiye, hai na?","haan, tabhi toh bolti hu ki, samajh ke vote karna jaruri hai, aur apni awaz uthani chahiye.",Hinglish Everyday Conversations,"haan yaar,sach mein. lagta hai hum log toh kabhi kuchh change nahi laa payenge. par kuchh toh karna chaiye, hai na?","haan, tabhi toh bolti hu ki, samajh ke vote karna jaruri hai, aur apni awaz uthani chahiye."
"aaj kal toh ghar pe baith ke ek new skill sikh rahi hu,kuchh aur creative banane ki chahti hu!","wah, kya sikh rahi ho? kuchh bataao na!",Hinglish Everyday Conversations,"aaj kal toh ghar pe baith ke ek new skill sikh rahi hu,kuchh aur creative banane ki chahti hu!","wah, kya sikh rahi ho? kuchh bataao na!"
"bhai,aaj party mein dance karna hai kya?","bhai, mere paas dance karne ka talent nahi hai.",Hinglish Everyday Conversations,"bhai,aaj party main dance karna hai kya?","bhai, mere paas dance karne ka talent nahi hai."
Hye meri jan kamal 😁,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,hye meri jan kamal,"wah, ye sun kar bohat acha laga! khush raho 😊"
"yeh news kya hai ki humesha flood aate hain,iss baar bhi itna bada flood aaya?","haan, yeh toh har saal ki baat ho gayi hai, koi sulah nahi, jaise jaise barish ka season aata hai, flood ka bhi darr aata hai.",Hinglish Everyday Conversations,"yeh news kya hai ki humesha flood aate hain,iss baar bhi itna bada flood aaya?","haan, yeh toh har saal ki baat ho gayi hai, koi sulah nahi, jaise jaise barish ka season aata hai, flood ka bhi darr aata hai."
kuchh khana order karoge?,"haan, pizza order kar lete hain.",Hinglish Everyday Conversations,kuchh khana order karoge?,"haan, pizza order kar lete hain."
main ny seekhi nahi hai yeh just try hai mera aap ny kaha sahi kaha yeh aap nahi sb kehty hain,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,main ny seekhi nahi hai yeh just try hai mera aap ny kaha sahi kaha yeh aap nahi sb kehty hain,"wah, ye sun kar bohat acha laga! khush raho 😊"
kya tumhara bhi social media addiction hai?,"haan yaar, thoda bahut.",Hinglish Everyday Conversations,kya tumhara bhi social media addiction hai?,"haan yaar, thoda bahut."
My Allahbalsng my All Pakistanis ,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,my allahbalsng my all pakistanis,"wah, ye sun kar bohat acha laga! khush raho 😊"
Ok bahi,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,ok bahi,"wah, ye sun kar bohat acha laga! khush raho 😊"
pmln suport kon karty duniya achi tarha janti janab hamara najaiz karubar haram khaty or nahi mulq dushman unko suport kary ta murq suport karengy qk chor nahi dako nahi by shaak allah tallah dilo ky bheed khoob janta,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,pmln suport kon karty duniya achi tarha janti janab hamara najaiz karubar haram khaty or nahi mulq dushman unko suport kary ta murq suport karengy qk chor nahi dako nahi by shaak allah tallah dilo ky bheed khoob janta,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
woh sab log itne pyaar se sabki seva karte hain,"haan, hum toh khuda ke seva karne walon ki khidmat karte hain",Hinglish Everyday Conversations,woh sab log itne pyaar se sabki seva karte hain,"haan, hum toh khuda ke seva karne walon ki khidmat karte hain"
pakistan zindabad .... awesome movie ... mjy bht khusi hwi k pak b itni achi moviezzz bnny lg gy hn ... rrrr bht khusi hwi dkh kr . ﻿,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,pakistan zindabad .... awesome movie ... mjy bohat khusi hwi k pak b itni achi moviezzz bnny lg gy hn ... rrrr bohat khusi hwi dkh kr .,"wah, ye sun kar bohat acha laga! khush raho 😊"
but in model town pmln shoot ppl aisa q hua bhai,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,but in model town pmln shoot ppl aisa kyun hua bhai,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"kaise hain aap? kya aapko stock market mein koi expert hai jo investment advice de sake? mujhe lag raha hai ki meri portfolio mein diversification thoda weak hai,maybe kuchh aur stocks buy karne chahiye.","mujhe bhi samajh nahi aata ye market mein kya chal raha hai! koi expert nahi hai, market toh khud hi expert hai, jaisa chahta hai karta hai! lekin aapko koi financial advisor milna chahiye, woh sahi guidance de sakte hai.",Hinglish Everyday Conversations,"kaise hain aap? kya aapko stock market main koi expert hai jo investment advice de sake? mujhe lag raha hai ki meri portfolio main diversification thoda weak hai,maybe kuchh aur stocks buy karne chahiye.","mujhe bhi samajh nahi aata ye market mein kya chal raha hai! koi expert nahi hai, market toh khud hi expert hai, jaisa chahta hai karta hai! lekin aapko koi financial advisor milna chahiye, woh sahi guidance de sakte hai."
09 million dollars ki boli de kar kharidi aur is ka naam Kolkata Knight Riders rakha,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,09 million dollars ki boli de kar kharidi aur is ka naam kolkata knight riders rakha,"wah, ye sun kar bohat acha laga! khush raho 😊"
Ya look theek ha,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,ya look theek ha,"wah, ye sun kar bohat acha laga! khush raho 😊"
"behen,tum kya soch rahi ho?","bas yaar, kuchh bhi nahi.",Hinglish Everyday Conversations,"behen,tum kya soch rahi ho?","bas yaar, kuchh bhi nahi."
hahah janey bechary social media team apni haram salary k kaam rehy,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,hahah janey bechary social media team apni haram salary k kaam rehy,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"sun,main soch rahi thi ki agar humare khane ko cultural exchange ke taur par showcase karein, toh kitne log attract honge!","haan, unhe humare spices aur flavors ka pata chalega, aur unki cuisines se humein bhi kuch naya seekhne ko milega, yeh toh amazing hoga!",Hinglish Everyday Conversations,"sun,main soch rahi thi ki agar humare khane ko cultural exchange ke taur par showcase karein, toh kitne log attract honge!","haan, unhe humare spices aur flavors ka pata chalega, aur unki cuisines se humein bhi kuch naya seekhne ko milega, yeh toh amazing hoga!"
"arre,kal raat toh mujhe woh live concert dekhne ka mauka mila, crowd ka energy dekh kar toh main bhi jump karne lagi thi!","wow, live music ka maza hi alag hai, na? us din mujhe laga ki hum sab ek hi wave par hain, sab milkar enjoy kar rahe hain!",Hinglish Everyday Conversations,"arre,kal raat toh mujhe woh live concert dekhne ka mauka mila, crowd ka energy dekh kar toh main bhi jump karne lagi thi!","wow, live music ka maza hi alag hai, na? us din mujhe laga ki hum sab ek hi wave par hain, sab milkar enjoy kar rahe hain!"
Or try krain gy,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,or try krain gy,"samajh gaya, aur batao? main sun raha hun 🙂"
"sun,mujhe pata hai tumhe painting ka shauk hai, toh kya tumne kabhi apne artwork ko exhibit karne ka socha hai?","haan yaar, socha toh hai, par thoda nervous feel hota hai, ki log kya sochenge, par mujhe lagta hai ki mujhe apne art ko share karna chahiye, kyunki woh meri jaan hai!",Hinglish Everyday Conversations,"sun,mujhe pata hai tumhe painting ka shauk hai, toh kya tumne kabhi apne artwork ko exhibit karne ka socha hai?","haan yaar, socha toh hai, par thoda nervous feel hota hai, ki log kya sochenge, par mujhe lagta hai ki mujhe apne art ko share karna chahiye, kyunki woh meri jaan hai!"
"office ke potlucks mein sabke dishes toh amazing hoti hain,par mujhe samajh nahi aata ki sab log itne achhe cooks kaise hain!","bilkul, mujhe toh sirf daal-chawal banana aata hai, lekin woh bhi kabhi kabhi jal jaata hai, kya tumhare paas koi secret recipe hai?",Hinglish Everyday Conversations,"office ke potlucks main sabke dishes toh amazing hoti hain,par mujhe samajh nahi aata ki sab log itne achhe cooks kaise hain!","bilkul, mujhe toh sirf daal-chawal banana aata hai, lekin woh bhi kabhi kabhi jal jaata hai, kya tumhare paas koi secret recipe hai?"
"yaar,mujhe pata chala hai ki humare area mein ek ngo hai jo education ke liye kaam karti hai, kya tum chalo wahan volunteer karne?","bilkul, mujhe bhi education ke issues mein bahut interest hai, aur main chahti hoon ki hum milkar kuch badlav la sakein, toh details share karo!",Hinglish Everyday Conversations,"yaar,mujhe pata chala hai ki humare area main ek ngo hai jo education ke liye kaam karti hai, kya tum chalo wahan volunteer karne?","bilkul, mujhe bhi education ke issues mein bahut interest hai, aur main chahti hoon ki hum milkar kuch badlav la sakein, toh details share karo!"
teri playlist kya naam hai?,"humtum, because it's filled with love songs!",Hinglish Everyday Conversations,teri playlist kya naam hai?,"humtum, because it's filled with love songs!"
nazar dhok lakhoun rupay ke makeup,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,nazar dhok lakhoun rupay ke makeup,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
kitna aaya tera?,"abey, paas toh ho gaya, par kuchh marks kam hain.",Hinglish Everyday Conversations,kitna aaya tera?,"abey, paas toh ho gaya, par kuchh marks kam hain."
new phone lena hai?,"haan, par budget tight hai, abhi wait karna padega.",Hinglish Everyday Conversations,new phone lena hai?,"haan, par budget tight hai, abhi wait karna padega."
tum kaha tak aage jaana chahti ho?,"aage dekha jayega, but long term goals hai.",Hinglish Everyday Conversations,tum kaha tak aage jaana chahti ho?,"aage dekha jayega, but long term goals hai."
"aare,bataao na, kya kahaani hai? kis place pe jaane ka mood hai?","kal, uss travel show pe kerala ka episode dekha, bohot sundar tha. backwaters, hills, spices… bas, yahi jaane ka mood hai!",Hinglish Everyday Conversations,"aare,bataao na, kya kahaani hai? kis place pe jaane ka mood hai?","kal, uss travel show pe kerala ka episode dekha, bohot sundar tha. backwaters, hills, spices… bas, yahi jaane ka mood hai!"
"kal mujhe ek documentary mili cultural identity ke baare mein,bahut interesting tha, tumne kabhi dekha hai aise documentaries jo logon ki stories dikhate hain?","haan, mujhe bhi aisi documentaries dekhna bahut pasand hai, wo hamesha alag cultures ke nuances ko samjhne mein madad karti hain, aur sochne par majboor karti hain.",Hinglish Everyday Conversations,"kal mujhe ek documentary mili cultural identity ke baare mein,bahut interesting tha, tumne kabhi dekha hai aise documentaries jo logon ki stories dikhate hain?","haan, mujhe bhi aisi documentaries dekhna bahut pasand hai, wo hamesha alag cultures ke nuances ko samjhne mein madad karti hain, aur sochne par majboor karti hain."
kya aap coffee piyenge?,"haan yaar, mujhe coffee ki bahut pyaas lagi hai",Hinglish Everyday Conversations,kya aap coffee piyenge?,"haan yaar, mujhe coffee ki bahut pyaas lagi hai"
han kriain gy,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,han kriain gy,"samajh gaya, aur batao? main sun raha hun 🙂"
Asli reporter hai ye,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,asli reporter hai ye,"wah, ye sun kar bohat acha laga! khush raho 😊"
truck utlty hain,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,truck utlty hain,"samajh gaya, aur batao? main sun raha hun 🙂"
Is mein waqiay hi hath bre lag rahe,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,is main waqiay hi hath bre lag rahe,"samajh gaya, aur batao? main sun raha hun 🙂"
Ban karo haram khor ko,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,ban karo haram khor ko,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
Dec me kya hwa tha asa,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,dec me kya hwa tha asa,"samajh gaya, aur batao? main sun raha hun 🙂"
Kun ke hum jese to bardasht kar lete hain in future TU disturb ho ga,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,kun ke hum jese to bardasht kar lete hain in future tu disturb ho ga,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"main toh abhi abhi paragliding ki video dekh rahi thi,kitna amazing lag raha hai! tumhe pata hai, mujhe heights se dar lagta hai, par phir bhi karna hai!","arre, paragliding toh bilkul different experience hai, dar toh sabko lagta hai, lekin woh freedom ka feeling chhodta hai, woh try karna toh banta hai!",Hinglish Everyday Conversations,"main toh abhi abhi paragliding ki video dekh rahi thi,kitna amazing lag raha hai! tumhe pata hai, mujhe heights se dar lagta hai, par phir bhi karna hai!","arre, paragliding toh bilkul different experience hai, dar toh sabko lagta hai, lekin woh freedom ka feeling chhodta hai, woh try karna toh banta hai!"
Help me plz,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,help me plz,"samajh gaya, aur batao? main sun raha hun 🙂"
my fav lakin jala diye,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,my fav lakin jala diye,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
tb chota bcha tha mn,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,tb chota bcha tha mn,"samajh gaya, aur batao? main sun raha hun 🙂"
aur yeh barish kab rukne wali hai? apne saare plans cancel kar diye maine! kuchh karne ko nahi hai ghar mein,"rehne do yaar, bahar jaane ka mood nahi banta itne badal mein. ghar pe movie dekhi, chai pee, khud ko enjoy karti hu main.",Hinglish Everyday Conversations,aur yeh barish kab rukne wali hai? apne saare plans cancel kar diye maine! kuchh karne ko nahi hai ghar main,"rehne do yaar, bahar jaane ka mood nahi banta itne badal mein. ghar pe movie dekhi, chai pee, khud ko enjoy karti hu main."
sehi reply dia,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,sehi reply dia,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
So first option wo recommend Wala Sy try kro,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,so first option wo recommend wala sy try kro,"samajh gaya, aur batao? main sun raha hun 🙂"
Soni chiz ki treef hi krte hain ,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,soni chiz ki treef hi krte hain,"samajh gaya, aur batao? main sun raha hun 🙂"
"beta,you know, i'm learning english these days, and it's super challenging. i'm really struggling with the grammar rules.","no worries, mom! it's a tough language, but you'll get there slowly. maybe we can have a daily conversation in english, so i can teach you some basic things. and try using online resources, there are so many apps and websites that can help.",Hinglish Everyday Conversations,"beta,you know, i'm learning english these days, and it's super challenging. i'm really struggling with the grammar rules.","no worries, mom! it's a tough language, but you'll get there slowly. maybe we can have a daily conversation in english, so i can teach you some basic things. and try using online resources, there are so many apps and websites that can help."
"mujhe ye presentation aise hi banana chahiye,ya kuch creative karna chahiye?","try to keep it simple and straight to the point, boss will appreciate it more!",Hinglish Everyday Conversations,"mujhe ye presentation aise hi banana chahiye,ya kuch creative karna chahiye?","try to keep it simple and straight to the point, boss will appreciate it more!"
kaise hai ye design?,bhut stylish hai na? mujhe bahut pasand aaya.,Hinglish Everyday Conversations,kaise hai ye design?,bhut stylish hai na? mujhe bahut pasand aaya.
possible hy,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,possible hai,"samajh gaya, aur batao? main sun raha hun 🙂"
Khta mjy us pr msg kro me apko daily signal send kr dia kru ga,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,khta mjy us pr msg kro me apko daily signal send kr dia kru ga,"samajh gaya, aur batao? main sun raha hun 🙂"
"main toh hamesha sochti hoon ki mujhe apne startup ka idea jaldi se launch karna hai,par kya karun shuru karne mein darr lagta hai.","darr toh sabko lagta hai, lekin agar tumhe apne idea par vishwas hai, toh chalo shuru karo, step by step sab kuch sambhal logi!",Hinglish Everyday Conversations,"main toh hamesha sochti hoon ki mujhe apne startup ka idea jaldi se launch karna hai,par kya karun shuru karne main darr lagta hai.","darr toh sabko lagta hai, lekin agar tumhe apne idea par vishwas hai, toh chalo shuru karo, step by step sab kuch sambhal logi!"
"chalo,koi serious baat karte hain?","abey, koi aisi baat karne se kya ho jaayega?",Hinglish Everyday Conversations,"chalo,koi serious baat karte hain?","abey, koi aisi baat karne se kya ho jaayega?"
kya kar rahe ho tum aaj kal?,"aaj kal toh bas drawing kar rahi hu, ek online art course kiya hai, ab kuchh new techniques seekh rahi hu, itni maze aate hain, you should try too!",Hinglish Everyday Conversations,kya kar rahe ho tum aaj kal?,"aaj kal toh bas drawing kar rahi hu, ek online art course kiya hai, ab kuchh new techniques seekh rahi hu, itni maze aate hain, you should try too!"
Mutlb trade zeyada open thee,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,mutlb trade zeyada open thee,"samajh gaya, aur batao? main sun raha hun 🙂"
"space tourism ka trend toh aisa hai jaise sab log ek naya race shuru kar rahe hain,kya tumhe bhi aisa lagta hai?","haan, aur is race mein sabse pehle kaun jayega, yeh dekhna bhi interesting hoga, kya competition hoga!",Hinglish Everyday Conversations,"space tourism ka trend toh aisa hai jaise sab log ek naya race shuru kar rahe hain,kya tumhe bhi aisa lagta hai?","haan, aur is race mein sabse pehle kaun jayega, yeh dekhna bhi interesting hoga, kya competition hoga!"
"uski shaadi ki planning toh abhi se start ho gayi hai,pata nahi itna zyada kharcha kaise manage karenge!","aree, koi baat nahin, loan le lenge. abhi toh aise hi chalta hai, abhi sabke ghar mein shaadiyon ka season hai.",Hinglish Everyday Conversations,"uski shaadi ki planning toh abhi se start ho gayi hai,pata nahi itna zyada kharcha kaise manage karenge!","aree, koi baat nahin, loan le lenge. abhi toh aise hi chalta hai, abhi sabke ghar mein shaadiyon ka season hai."
pidi ore pidi shorba senate election k baad nafsa nafsee gee pmln ore ppp shade ikhtalaaf pdm k chakar may apnay candidate yusuf raza gillani senator bananany k chakar may hein halankay pmln kee seat ziada,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,pidi ore pidi shorba senate election k baad nafsa nafsee gee pmln ore ppp shade ikhtalaaf pdm k chakar may apnay candidate yusuf raza gillani senator bananany k chakar may hein halankay pmln kee seat ziada,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
Allah bless you dear brother,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,allah bless you dear brother,"wah, ye sun kar bohat acha laga! khush raho 😊"
Is Saal Eid Ul Fitar Ki 70 Arab Rupe Ki Kharidari Ki Gai Atiq Mir ,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,is saal eid ul fitar ki 70 arab rupe ki kharidari ki gai atiq mir,"wah, ye sun kar bohat acha laga! khush raho 😊"
Bhai na tkaluf kr,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,bhai na tkaluf kr,"wah, ye sun kar bohat acha laga! khush raho 😊"
"59. ""kahri nro""","samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,59. kahri nro,"samajh gaya, aur batao? main sun raha hun 🙂"
Ye bat 3 bajy ki ha jab me kch dekha phr invest kr dia,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,ye bat 3 bajy ki ha jab me kch dekha phr invest kr dia,"samajh gaya, aur batao? main sun raha hun 🙂"
mashallah g khawaja muhammad asif sab mna sialkot zindabad pmln zindabad,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,mashallah g khawaja muhammad asif sab mna sialkot zindabad pmln zindabad,"wah, ye sun kar bohat acha laga! khush raho 😊"
"abey,tu yeh goa trip ka plan kab final kar rahi hai? hum sab toh ready hain, tickets bhi book kar liye!","arre yaar, abhi toh kuchh final nahin hua, office ka kaam itna zyada hai na, abhi to time nahin mil raha, weekend mein kuchh time nikalte hain aur final kar lete hain, kya?",Hinglish Everyday Conversations,"abey,tu yeh goa trip ka plan kab final kar rahi hai? hum sab toh ready hain, tickets bhi book kar liye!","arre yaar, abhi toh kuchh final nahin hua, office ka kaam itna zyada hai na, abhi to time nahin mil raha, weekend mein kuchh time nikalte hain aur final kar lete hain, kya?"
cheetaaah,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,cheetaaah,"samajh gaya, aur batao? main sun raha hun 🙂"
MashaAllah app log kar rahe ho haan,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,mashaallah app log kar rahe ho haan,"wah, ye sun kar bohat acha laga! khush raho 😊"
Iqra Ul Hassan were proud of ur bravery,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,iqra ul hassan were proud of ur bravery,"wah, ye sun kar bohat acha laga! khush raho 😊"
"koi aisa gaana suggest kar,jiska beat catchy ho?","try bohemian rhapsody by queen, it's a masterpiece.",Hinglish Everyday Conversations,"koi aisa gaana suggest kar,jiska beat catchy ho?","try bohemian rhapsody by queen, it's a masterpiece."
Jaaduuu,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,jaaduuu,"wah, ye sun kar bohat acha laga! khush raho 😊"
ye recipe kaha se mili?,"internet se, bohot aasan hai.",Hinglish Everyday Conversations,ye recipe kaha se mili?,"internet se, bohot aasan hai."
kya tumne woh article padha?,"nahi, kya usme hai?",Hinglish Everyday Conversations,kya tumne woh article padha?,"nahi, kya usme hai?"
pmln kich ky rakho,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,pmln kich ky rakho,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
A rha?,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,a rha?,"samajh gaya, aur batao? main sun raha hun 🙂"
"yaar,social media pe kya post karu ki viral ho?","koi pata nahi yaar, kuch original banaiye.",Hinglish Everyday Conversations,"yaar,social media pe kya post karu ki viral ho?","koi pata nahi yaar, kuch original banaiye."
kya tumne naashta kiya?,"haan, lekin thoda aur khaana chahti hoon!",Hinglish Everyday Conversations,kya tumne naashta kiya?,"haan, lekin thoda aur khaana chahti hoon!"
Ary mry pass bhi dil ha,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,ary mry pass bhi dil ha,"samajh gaya, aur batao? main sun raha hun 🙂"
mein gungran wala mein practice shoro kardi,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,main gungran wala main practice shoro kardi,"samajh gaya, aur batao? main sun raha hun 🙂"
aaj kaafi rush hai na?,"haan yaar, office mein bahut kaam hai.",Hinglish Everyday Conversations,aaj kaafi rush hai na?,"haan yaar, office mein bahut kaam hai."
my diet plan,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,my diet plan,"samajh gaya, aur batao? main sun raha hun 🙂"
"arre yeh ranveer singh bhi na,aisa kya kapde pehen ke aata hai, aur aisa bolta hai!","haan, aisa toh lagta hai ki woh apna hi style banaya hai, aur log bhi bahut copy karne lage hain",Hinglish Everyday Conversations,"arre yeh ranveer singh bhi na,aisa kya kapde pehen ke aata hai, aur aisa bolta hai!","haan, aisa toh lagta hai ki woh apna hi style banaya hai, aur log bhi bahut copy karne lage hain"
sab kuchh thik hai na?,"haan yaar, don't worry.',",Hinglish Everyday Conversations,sab kuchh thik hai na?,"haan yaar, don't worry.',"
